Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q7,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q16,Q17,Q18,Q19
1027,1,4/29/14 10:13,R_aWQGvrKhSdbf8Pz,,,,,,,2,"Syria's use of chemical weapons is cruel and unjust physically, politically, morally, and religiously. Taking the lives of the residents of your own country is baffling to me. Syria's desire for ultimate control over its people is one hundred percent wrong. My reaction towards the United States efforts in helping Syria are double sided, I can see why we should and shouldn't help. Innocent civilians in Syria and surrounding areas are unfairly losing their lives which is not okay because these people are defenseless. Although the US is a country who generally steps into other countries conflicts in order to help them, I don't believe it is our place to interfere. This is a problem within an entirely different country and government and I don't see why our US soldiers must fight and lose their lives for the corrupt behavior of another country. ",5.961,596.277,597.512,22,6,2,3,3,2,5,4,5,3,2,2,2,3,3,3,3,2,4,5,6,4,3,4,5,5,5,5,5,3,3,3,2,19,1,1,Catholic,5,Human Resources,5,7,1
901,1,4/29/14 14:45,R_0TgSVKkRY0h3aPX,,,,,,,2,"It is obviously disturbing what Assad is doing to his people. Using chemical weapons against your own people is just inhumane and he has to be stopped. I completely agree with what John McCain said though. Although military action should be done, it would be foolish to do so without focusing on the big picture, which is removing Assad from power and making Syria a safer place. If we just start attacking Syria it will only create more chaos. ",3.971,3.971,375.118,1,5,5,4,5,5,5,5,2,4,4,4,3,5,4,5,6,6,2,6,5,5,2,6,6,6,5,6,6,1,5,5,1,19,1,1,Catholic,5,History,4,5,1
1492,1,4/29/14 15:41,R_2aRDNOx6sI9chdr,,,,,,,2,"While reading the story, my first thought was ""what does any of this have to do with America?"". Upon getting to the part about Syria interfering with the United States' war in Iraq, it made more sense. However, I feel as if the war in Iraq was a huge mistake anyway, because the man who ordered the attacks on the Twin Towers and the Pentagon was a Saudi Arabian that they later found being housed in Pakistan. Saddam Hussein and Iraq didn't have anything to do (as far as I know, I could be very mistaken) with 9/11. I'm not sure why America's leaders are concerned with Syria right now, as America has plenty of domestic issues that need to be solved, because as far as I can see, America shouldn't have a dog in this fight. Of course, I say ""shouldn't"" the way things ""should"" be and the way things are, are often two very different things. So in order for me to make a good judgment on the way this situation has been handled, I'm going to need more background information as to why we were even in Iraq in the first place, and why we care about Syria other than them interfering with the War in Iraq. Although I disagree with the use of chemical weapons on your people, if that is the case, I would like to know his reasoning behind it. If he is just crazy and likes hurting people, I still don't see why that is America's problem. I know as the most powerful country in the world, many people feel as if we need to step in where there are people being suppressed, but that is the reason why the people over there hate us so much. I think the more that America keeps to herself and handles her own problems instead of worrying about everyone else's, then everybody would be a lot happier",3.02,265.497,810.092,5,5,5,3,3,5,5,3,2,5,5,5,2,6,5,3,6,4,1,3,6,4,2,6,3,4,6,5,6,2,3,5,1,20,1,2,Baptist Christian,4,Agriculture,6,8,1
516,1,4/29/14 16:21,R_9t6JHkYIQN6QXzL,,,,,,,2,"Syria definitely crossed the line using chemical weapons, but the worst part is that they killed their own people. I couldn't imagine having a leader that deliberately tries to murder civilians. In order to make sure this does not happen again, the U.S. needs to intervene as we have in many other conflicts, and set up a more respectable government.",5.773,159.99,160.442,2,7,5,4,4,4,4,5,5,5,5,4,4,6,4,4,5,4,4,5,4,4,3,4,4,4,5,4,5,4,4,4,1,19,1,1,Catholic,7,Business,3,4,2
362,1,4/29/14 16:29,R_dcyLeoJZqxwMqH3,,,,,,,2,The way Syria was using chemical weapons of their civilians and plans to use on other countries was unthinkable. It would have led to a mass war on the planet. The way the US reacted was was the best way that they could have. ,8.547,208.608,204.913,13,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,19,1,1,Christian,1,Agriculture Business Finance and Management,5,3,1
516,1,4/29/14 16:40,R_b90uW0P741wn3qR,,,,,,,2,"I think that the use of any chemical weapons no matter what country uses it, puts our country at risk. I believe the US should take action but not directly. We need to negotiate with other surrounding countries of Syria and see what their perspectives are on this. It is not our responsibility to directly respond to their chemical weapons unless they are harmful used on us or in any inappropriate ways. We do not need to be sending more of our troops into Syria and other countries. Doing so would not be doing anything dramatically right away besides only putting more of our fellow citizens and soldiers in danger.",1.853,1.853,174.848,1,7,4,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,2,6,5,5,6,6,6,6,6,3,5,6,5,1,19,1,2,Catholic,5,Exercise & Movement Science ,3,7,2
1932,1,4/29/14 18:02,R_3Ku3nXSDdjf7MGN,,,,,,,2,"I'm not the type of person to take particular interest in political conflicts or ""news"". From what I have read I understand that Syria is using chemical weapons on their own people and obviously that is frowned upon. The United States found out about this and wants to put a stop to it because they also think it's wrong. I'm not sure how the army/military would be able to handle this or what rights they have to put a stop to this particular situation. Sounds to me like the United States wants allies to join in to help ""fight the cause"" and attempt to put an end to Syria's leader al-Assad or whatever. Which is understand able I suppose, but what are they supposed to really do? invade the country and kill the guy? Aren't we already over there fighting for whatever reason? I honestly have no idea why we have troops out fighting in a war, I've been blind to the whole conflict ever since 9/11 terrorist attacks. I know ""what"" happened, but have no idea why. Also, didn't we find and kill some other guy too shortly after Barack Obama went into office?  Sounds like good news for the United States, but apparently we're still fighting so I guess that didn't solve the conflict. I definitely think the conflicts and reasons for war should be explained on the news or the internet so people like me who have zero clue can have opinions or AT LEAST insight on these war-related conflicts and not be so oblivious. All in all, I don't really know what can be done about the chemical warfare.. it's not like a leader of a completely different country can have any terrible repercussions unless ALL other countries come to some sort of agreement that chemical weapons are not to be used flat out. Even then, who's going to be the one to monitor this and who would be able to keep that type of situation under control if someone were to disagree? That's my two cents.",1.306,1039.517,1136.575,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,5,4,2,4,5,3,5,3,4,3,3,4,1,19,1,2,Catholic,4,Business,1,2,2
1064,1,4/29/14 18:15,R_byhYC3loNXHZhKB,,,,,,,2,"The use of chemical weapons is an abomination. To use such a weapon against ones own country is even greater. killing innocent women and children along with the people targeted is a call to arms for every country on this earth. as stated it crosses the line with all the treaties put into place to stop this madness. chemical weapons use against anyone is inhumane unto itself. The United States is right to wait for the U.N to make sure this is a sure thing. We have been pulled into to many wars where we have not been backed by other countries. Although we need to be a swift and just hand against this type of attacks, we need backing more than ever. I am never one to back down from a fight when the cause is needed but we cannot be the only ones spearheading this campaign. if the forces were made up of equal U.N forces and we invaded that would have shown that the world is united in being against such attacks. The United States should have pushed for this harder.",8.72,8.72,640.405,1,9,4,4,5,3,4,4,4,3,4,2,2,5,5,5,3,5,5,1,4,5,4,6,5,4,5,6,2,6,4,3,1,23,1,1,i do not know,5,exercise and movement science,3,8,1
772,1,4/29/14 19:27,R_0897ok2R0MNGNSt,,,,,,,2,"I do not think it is appropriate that Syria is using chemical weapons against their own people, but I do not believe it is the United States concern, and therefore, they should not intervene in foreign affairs such as this situation. I think the United States should let countries that are in that region to deal with the use of chemical weapons in Syria and not the United States. The United State's reaction was rushed and should be thought over with more deliberation. ",6.673,6.673,194.833,1,4,2,2,4,3,4,5,2,5,4,4,3,6,4,6,1,3,5,6,6,6,4,1,1,1,4,3,2,6,3,5,2,18,1,1,atheist,7,Criminology,2,6,2
1101,1,4/29/14 19:34,R_0dpuYT2tsoFVxCR,,,,,,,2,"The Regime in Syria really ****** up by slowly slaughtering thousands of innocents in a chemical attack.  i have do research on this incident and presented a report on it last semester.  While doing my research I saw several disturbing pictures.  Young dead children stacked up and laid out by the hundreds for identification.  This is similar to Saddam Hussein's regime in Iraq.  The wrong person is in control of entirely too much power, and abuses it.  No one with such lack of morals should ever be granted power. He thinks of himself and not of his people.  He wins them over by just strictly fear. Syria is in a serious mess. I was glad to hear that US had a reaction at least.  However, it's a sticky situation since Syrian Regime has close ties with Russia. No need to start WWIII..",8.156,8.156,531.561,1,8,5,5,5,3,4,4,4,6,6,6,5,3,6,2,6,5,2,1,5,3,1,5,4,4,3,6,1,1,2,4,1,19,1,1,Christian,1,Construction Management,6,8,1
970,1,4/29/14 20:26,R_cCIxA3uu1ggRCVT,,,,,,,2,"Syria's actions of chemical weapons are without a doubt terrible. Syria's people deserves rights and protection against things like this but as cruel as it sounds, I don't believe it's U.S.'s place to do this. If one considers the consequences and effects to american economy and its' people, it doesn't appear to be in our favor. I believe someone should help their people, but geeze why should it be at American's cost every time. There are times and ways to become involved into a situation like this, but i don't believe the government will go about this in the proper way as they will try to more than anything, build American stature. ",9.562,9.562,504.451,1,3,2,3,3,2,2,4,4,3,3,2,2,3,2,1,4,3,2,2,4,5,1,5,3,3,5,4,4,2,4,3,1,19,1,1,Baptist,2,Construction Management,8,8,1
1061,1,4/29/14 20:57,R_ebNnyoVDupB6XpX,,,,,,,2,"I believe that chemical weapons should never have even been created. The image you get of the suffering that people would endure if exposed to chemical warfare sickens me. Using chemical weapons in war is immoral enough as is; however, dropping chemical weapons on unsuspecting, innocent civilians is outright demonic. I believe immediate action should be taken against anyone who would be as evil as those who would cause the unnecessary suffering of so many women and children. I agree with President Obama and his demand to take on those with the chemical weapons in order to prevent anymore suffering. Waiting for an investigation to take place would allow for many more deaths to happen in the Middle East that are just not necessary.",6.977,6.977,291.748,1,9,6,4,5,5,5,5,3,3,3,4,2,6,6,4,1,5,2,1,5,4,3,4,3,2,5,3,5,2,4,2,1,18,2,1,Christian,6,Biology,2,1,1
431,1,4/29/14 21:29,R_9YR1L8or4eYSZyR,,,,,,,2,"Syria used chemical weapons unjustly and rashly. They gassed a area where women and children were present which was completely unethical. The reaction of the president seems like it would do nothing, an ultimatum requiring a stop would seem to provide a better solution to immediately stop said activities. ",2.73,155.436,158.19,4,8,4,5,6,4,4,6,4,4,5,3,3,6,4,3,2,3,6,1,4,4,1,5,6,1,4,4,4,4,3,2,1,17,1,5,Agnostic / Raised christian ,2,Undecided,1,2,2
1019,1,4/29/14 23:05,R_0jIjLIG0pai02gJ,,,,,,,2,"I think that the use of chemical weapons in Syria is awful and it saddens me to hear of all the innocent lives that have been taken due to these weapons. I think it is noble of the United States to want to protect the surrounding nations from Syria and their desire to protect the innocent Syrians.  I agree that it is important to uphold the values set by the U.N. regarding when it is appropriate to step into these type of situations.  I do think the United States should get involved to show Syria, that the behavior of using chemical weapons for warfare will not be tolerated.  The United States, however, should take into consideration the opinion of the United Nations and whether or not they agree we should get involved. ",4.829,355.457,385.837,8,7,5,5,5,5,5,5,3,4,4,2,2,5,3,2,3,5,4,3,4,3,2,5,3,3,5,4,4,3,3,4,2,18,1,1,Christian,4,,1,1,2
178,1,4/29/14 23:59,R_eJvK6RUMw4kXUuF,,,,,,,2,Well I am not to involved in politics and haven't heard of this yet. However if someone is using chemical weapons the outcome is never good. ,4.813,4.813,65.51,1,1,2,4,3,4,3,2,2,5,4,3,2,4,5,4,2,3,1,4,3,5,2,4,3,2,6,4,2,4,3,4,1,18,1,1,none,5,communications,1,1,1
709,1,4/30/14 0:06,R_2r6owQiGoQzDhit,,,,,,,2,I feel that the use of chemical weapons are unnecessary in a situation like this. I definitely feel that it is wrong for the Syria leader to use them on his own people. I feel that the innocent people of that country need help. I agree that it seems necessary for the United States to help the innocent Syria people in this situation. I would not be opposed to us going in and taking their leader out. ,6.86,6.86,123.873,1,8,5,5,5,4,5,6,4,4,3,4,3,4,4,4,4,5,5,2,5,5,1,5,5,5,6,5,5,5,5,6,1,19,1,1,Christian,2,Marketing,4,6,1
963,1,4/30/14 0:47,R_9QR13tiYV3LhTtb,,,,,,,2,"The use of chemical weapons by Syria's government was absolutely preposterous and an abomination to all of mankind. They use of such weapons violates ethical codes for war that have been set in place since world war I. I believe that there should be a great consequence for such a horrible crime.  However, I agree with Jimmy Carter when he said that United States should wait until further evidence could be gathered before taking action against the Syrian government. If the United States were to act out against Syria's government for this war crime and then find out that the Syrian government was not responsible for the attack, there could be serious repercussions. The best course of action for the United States to act would be to make a plan to bring the Syrian government meant to justice, but wait to implement the plan until it can be confirmed without doubt that the government of Syria was responsible for the attack on their own civilians. ",5.809,191.099,348.468,5,7,5,3,4,3,3,6,3,4,5,1,5,3,4,2,1,4,3,1,6,3,1,6,4,3,3,4,6,4,3,1,2,19,1,1,Christain,6,undecided,1,1,1
294,1,4/30/14 9:46,R_1zRUzSSW0ZYmbrf,,,,,,,2,I really dont know that much about the reactions of chemical weapons from the united states and syria. I would guess that both did not like the idea of each other having them. Syria probably didn't like that the united states was trying to persuade them to get rid of their chemical weapons.,3.486,3.486,148.774,1,9,4,4,4,3,4,4,3,4,3,3,3,3,4,3,5,3,4,3,3,3,4,4,4,4,3,4,4,5,2,4,1,21,2,2,N/A,6,Accounting,4,4,1
255,1,4/30/14 11:26,R_eCF05KLvFgbxiTP,,,,,,,2,Honestly I am not sure how I feel about it because I thought it was instructions still and I had skipped over it on accident.  ,13.925,86.917,92.83,2,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,19,2,1,christan,4,undeclared,4,4,2
713,1,4/30/14 11:33,R_02LVlyZPkquKY6x,,,,,,,2,I believe that the use of chemical weapons is obviously wrong. In no way do I support what they did at all. On the other hand I believe it is none of our business to be involved in their problems. Our country is great in that we are free and we fight for our freedom but the fact of the matter is we are not held accountable for fighting for others freedom. This is like a group of parents trying to parent a kid that's not theirs cuss they have different beliefs than the parents. its not your kid so stay out of it. Not to mention the soldiers that have the chance of losing their life.  ,5.292,285.267,288.418,5,2,2,2,5,4,4,2,4,4,5,2,3,3,3,2,2,3,1,4,3,4,2,6,4,3,5,4,5,2,4,3,1,20,1,2,christain,2,construction managment ,2,3,1
200,1,4/30/14 11:51,R_8bQdiudmK7pgYLP,,,,,,,2,Syria used chemical weapons in a bad way,15.818,15.818,41.789,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,20,2,2,Christian ,2,Construction management ,4,2,2
147,1,4/30/14 12:09,R_5svtXxrdXBhimA5,,,,,,,2,I dont think  that the United states should participate in the use of chemical weapons its only creates danger for the people and country.,1.015,1.015,58.581,1,4,4,5,4,4,4,4,4,4,3,3,3,4,4,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,1,20,1,2,Christian,2,Business,5,8,1
800,1,4/30/14 12:27,R_0uIktJ2W1FoqlW5,,,,,,,2,"I think that Syria's use of chemical weapon was a horrible thing and in no way at all was moral. The use of chemical to injure thousands of innocent people, including children and the elderly should be something that should not go unpunished. The U.S. should get involved because countries like Syria do not have the defense the help themselves. I think that the United States' reaction was fitting and I think that we should get involved and try to help this country where these horrific attacks are occurring. However, I do agree with Carter's statements on holding off on complete involvement until the United Nations further investigates it. The article said nothing about other country's involvement on this issue. I think that is important that this is a global issue and not just an issue that only the United States gets involved in. ",17.173,17.173,341.165,1,7,5,5,6,4,4,6,3,4,4,4,4,6,5,5,5,5,5,5,3,4,4,4,4,3,5,5,5,3,4,4,1,19,1,1,Catholic,4,International Business,3,8,2
423,1,4/30/14 12:33,R_9QxNxZYnWJOI2cB,,,,,,,2,"I thought that our reaction was justified, rushing into Syria head on isn't the best strategy, regardless of how the Syrians are acting. President Obama made a good decision on behalf of the US. Should Bashar be taken out of power? It wouldn't be a bad idea. Do we have to be the ones to accomplish that? No i don't think so. We should support them, not do it for them.",1.207,1.207,133.085,1,5,5,5,5,5,5,5,3,5,4,3,3,4,5,4,4,5,4,4,5,5,4,4,3,3,5,4,4,4,3,4,1,19,1,1,Christian,5,Vocal Education,1,1,2
319,1,4/30/14 13:49,R_5zPuCD82J5Xhq8l,,,,,,,2,I don't know a lot about Syria's use of chemical weapons except that a political leader used chemical weapons against his own people when they started rioting. I believe that the use of these weapons on civilians and should not be done. It shouldn't be done period but especially on unarmed civilians. I think the United States should not interfere seeing that we need to be more focused on our own problems before fixing other countries problems. ,13.899,17.089,126.038,2,3,4,4,2,3,5,2,3,4,3,2,4,2,3,5,4,3,4,4,5,6,5,4,3,2,3,3,3,2,4,2,1,19,1,1,Lutheran,2,Criminology ,6,6,1
602,1,4/30/14 13:49,R_6eY7HvToGWBVJbf,,,,,,,2,"I really am not that well educated on chemical weapons, however I feel that the use of chemical weapons to danger the lives of young women and children has got to stop. I feel that the United States government need to take action in the situation. Although warfare may have been avoided in the past, I feel as though more drastic measures need to be taken. More evidence should become readily available before we take any drastic measures on Syria, but if the use of chemical weapons continue we need to take action. Chemical weapons seem highly dangerous and we shouldn't be putting the entire country in danger.",4.895,237.216,274.49,9,6,5,5,5,5,6,5,4,4,5,4,4,5,5,4,4,5,4,6,6,4,4,5,5,5,6,4,5,4,4,3,2,18,1,1,Catholic,3,Cell and Molecular Biology,2,2,2
1153,1,4/30/14 13:52,R_cZ1A1KyNi3t8HT7,,,,,,,2,It is hard for me to be surprised that Syria is using chemical weapons.  From what I remember during the early years of the bush presidency chemical warfare was terrible.  Part of me still wonders if the government is telling us the whole story.  It just seems that there are sometimes when there are big holes left out of the story that don't add up.  All in all  I believe that any country using chemical warfare is stepping over the line when using it on opposing countries.  Let alone it's own people,4.955,4.955,422.972,1,7,5,3,4,4,5,5,2,5,3,2,4,3,5,4,2,5,6,3,5,4,2,5,5,3,6,5,5,3,3,4,1,20,1,2,Christian,6,Undecided,4,6,1
130,1,4/30/14 15:13,R_5AsR1TkqQeE4dP7,,,,,,,2,I don't know anything about that. I'm not really a news person.,2.479,2.479,40.042,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,19,6,1,Christian,5,Nursing,1,1,2
509,1,4/30/14 16:24,R_b3ppRMg5AwNsJo1,,,,,,,2,"I think it is very frightening that Syria has been using chemical weapons.  By Syria doing this, it puts everyone in harm even other countries.  Chemical Weapons are much different than the normal type of weapons that are used in war and combat.  Chemical weapons usually mean mass destruction over an area.  This puts an country in threat of severe terrorism.  I think United States' response was correct.  The US made a point of saying that chemical weapons can harm anyone around us.",2.552,2.552,206.462,1,5,4,5,5,3,4,5,2,5,5,5,5,5,5,5,3,4,4,1,3,4,5,4,2,2,3,4,6,6,6,2,2,19,1,1,Catholic,4,Physical Therapy,1,2,2
585,1,4/30/14 18:45,R_bCTw0bxfeV8LvjT,,,,,,,2,I think that this is awful and chemical weapons are horrible. The United States' reaction was appropriate.,6.641,6.641,70.827,1,9,5,5,5,5,5,6,1,3,5,2,3,6,3,4,2,5,6,5,6,3,6,4,1,2,5,5,2,5,4,5,1,19,1,2,Agnostic,5,IT Service Management,4,10,1
974,1,4/30/14 19:20,R_7R3ccQHREMrHuVn,,,,,,,2,"I think that the use of chemical weapons by anyone is a threat to people everywhere. If this kind of chemical warfare is allowed in Syria, it can pave the way for other groups to use them as well. Weapons this harsh and powerful are dangerous to people all over the world and I think that other countries shouldn't hesitate to get involved for the sake of innocent people's safety. Humans do enough damage to each other with guns and tanks, we don't need any extra help in destroying the earth.",3.069,210.149,240.581,2,8,6,6,6,6,6,6,1,4,3,5,2,6,4,4,5,6,6,5,5,6,4,1,5,4,5,1,5,2,1,1,2,18,7,1,Methodist,5,Middle School Education,4,10,1
570,1,4/30/14 19:59,R_bvzWkTnu1jDPy85,,,,,,,2,"I've already done my own research on the use of chemical weapons by the president, and what has happened since then. I don't have much of a reaction to it now other than I think it needs to be stopped, Syria and Iran both are working on nuclear weapons, and if they will use chemical weapons on their own citizens I think they'll for sure use nuclear on their enemies. I think the United States shouldn't be tip-toing around the fact that they need to be forced to stop, but risk WWIII? I don't know whats more important at this time. ",4.574,127.696,193.079,5,8,5,5,5,4,3,5,5,5,5,4,4,5,5,5,4,5,5,1,5,5,2,4,5,4,4,4,5,4,5,5,1,19,1,1,christian,5,computer science,1,8,2
5855,1,4/30/14 21:29,R_0NvPSBMD12E0AQd,,,,,,,2,"I do not think it was fair for them to attack innocent people in suburbs especially children. I also don't think it was okay for them to use chemical weapons when Obama said that it's universal military knowledge that chemical weapons shouldn't even be used in a war. So the fact that they combined these two negative actions, makes me even more unhappy about their choices. I agree with Obama that a line had been crossed and the United Stated needed to step in and do something about it. It was cruel for Syria to use chemical weapons and on innocent citizens nonetheless.",9.246,334.499,385.511,8,6,5,4,5,4,5,5,3,3,3,3,3,3,3,4,5,6,4,2,4,4,2,3,3,3,5,4,4,5,3,4,2,20,1,2,Christian,5,Nursing,2,4,1
845,1,4/30/14 21:56,R_b1LdNZhrVRtaR7f,,,,,,,2,"This is a complicated situation. I completely agree that something needs to be done about the use of chemical weapons in Syria especially if it exceeded the ""red line"" that the United States set. However it is tricky because getting involved in Syria can cause other complications. If we do not get involved however, Syria may continue to use chemical weapons to hurt innocent civilians because they weren't punished by the United States. In my opinion, I agree that before taking action the United States should go to the United Nations and together as a whole the United Nations should take action against Syria. Going in alone could cause problems, but having the entire United Nations as back up is much safer and smarter. ",4.539,245.053,302.049,11,7,4,4,5,5,4,5,4,4,4,4,4,5,5,5,4,6,4,5,5,4,3,5,6,3,5,5,4,5,4,2,2,18,1,1,Christian- Lutheran ,6,Communication Sciences and Disorders,4,4,1
1472,1,5/1/14 0:50,R_6moig0rfKWO5xkx,,,,,,,2,"I believe that what is happing in Syria with regard to the use of chemical weapons against its country's own people killing innocent women and children is a great tragedy that should be stop. Leaders in the U.S. government see it as unjust, but have not made an action to stop the violence. On one hand that is wise of them to be heisted before getting involve once more in another counties business after we have been in a war for over ten years when we when in to fix another country problem after they posed a security risk to the U.S. However, not taking action when numerous others lives are at stake daily is the wrong answer. We sat by to long hearing of the Nazi killing the Jewish before taking action allowing many to die by the U.S. waiting to join the war. Therefore if both parties in the U.S. can agree that action should be taken then it should happen as soon as possible to not risk more innocent lives lost. Although I do agree a formed plan of action to not get over involve should be consider to be highly important and publicly know so we don't repeat the mistake of the war that has now lasted over ten year when it shouldn't have. ",22.459,704.379,708.94,9,6,5,5,4,4,4,5,3,3,3,3,1,5,4,2,1,5,4,4,5,5,4,3,4,4,5,4,1,4,3,5,2,19,1,2,closest to Wiccan,8,Hospitality ,3,8,1
432,1,5/1/14 5:39,R_1GGogQp6fQp4kC1,,,,,,,2,"I don't really have much of a personal opinion about the situation. Rather I believe that I just feel the same way about it as most people do. I strongly disagree with what was going on in Syria and their use of chemical weapons on the people of their Country. Being someone out the outside looking in, it's easy to say, ""wow, that sucks"" but deep down you aren't too worried about it, because it isn't happening to you or even around you. I feel like the United States is on the outside looking in, wanting to help out, but obviously can't considering that it isn't our battle and all that would happen if we approached the situation is simply cause for of a problem, having allies attack enemies, and next thing you know we could have a World War 3.",11.027,11.027,204.448,1,1,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,5,5,4,5,2,1,19,1,1,Catholic,3,Undeclared,3,3,1
719,1,5/1/14 9:35,R_5aTCFqdkLyivRIh,,,,,,,2,"Al Qaeda is dividing people who hate the united states with people who do not care.  Obama needs to quit attempting to micromanage everyone and their dog and just go with the flow.  The more he continues to try to help situations, the deeper the rut becomes and the more in debt the united states becomes.  ",0.585,11.444,273.417,2,9,4,3,3,3,4,5,1,4,5,3,4,3,1,5,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,6,1,19,1,1,N/A,5,Cell and Molecular Biology,5,5,1
3460,1,5/1/14 13:03,R_agT742B0SDJdnV3,,,,,,,2,Yeah I saw and heard about this on the news.  I read a little about it but not so much educated about it.  I believe that chemical weapons should not be used anywhere in the world.  Its a terrible weapon.  The United States reaction may have been a little overboard but I understand why President Obama reacted that way because it is dangerous and threatening to the world.  Especially when there are innocent women and children involved.  There shouldn't be any reason to go that far using chemical weapons.  ,9.506,143.484,516.734,3,7,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,1,1,lutheran,5,Construction Management,2,2,1
568,1,5/1/14 13:26,R_ePyLf15a8A6Kj1X,,,,,,,2,I'm not real educated on this subject and what all happened but I do know some things about it.  I saw this on the news.  I don't why Syria did that but I believe they shouldn't have.  I believe that chemical weapons should not be used in any country in the world.  It is very dangerous and a terrible thing to use.  I somewhat agree with President Obama but I also believe he may have went a little overboard with it.  I understand why he reacted that way and that's fine because it is a threat to the world.  Especially when there are innocent women and children dying.  I agree with what former President Carter had to say about talking to the other countries in the United Nations first and talk about it and come up with a plan for it.  ,1.261,104.524,415.006,2,6,4,4,4,3,4,5,4,4,5,4,3,3,4,5,4,4,5,5,4,4,5,5,5,4,4,4,5,4,5,4,1,19,1,1,Lutheran,5,Construction Management,2,2,1
762,1,5/1/14 13:41,R_1XHGLK9erG1LlMF,,,,,,,2,"I think that Syria's use of chemical weapons are highly inhumane. Chemical weapons being a large component of WWI, provided extremely painful and horrific deaths. With Syria's use of them, much of the same is occurring, as people are dying very painful, awful deaths. I agree with what the United States is doing about the matter. The choices the United States have made on the subject are what i think is best for the situation.",7.423,7.423,178.143,1,9,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,3,6,6,6,5,5,5,5,5,3,1,19,1,1,Roman Catholic ,1,Finance,7,8,1
942,1,5/1/14 15:13,R_3t4KCqSU4ENzQPj,,,,,,,2,Syria's use of chemical weapons is a problem that should taken care of and acted upon immediately. Having said that I do not think that the responsibility to take care of the situation or similar situations should fall on the United States. Seeing as this problem does not directly involve the U.S. but is a problem that effects the entire population I feel that a greater force is needed to stop these situations than one single country. ,4.536,4.536,431.077,1,6,5,4,4,4,4,4,3,3,3,3,3,4,4,3,4,5,5,4,4,5,4,4,3,3,3,4,4,4,5,5,1,19,1,1,none,7,undeclared,2,7,2
376,1,5/1/14 17:12,R_dbf3tXBMtmIDeVD,,,,,,,2,I believe tat the use of chemical weapons really brings people down to a very primal level that has been been seen in this world what was said to be nearly 25 years. I think that the use of chemical weapons is disgusting and the United States should do everything in its power to try and stop Syria from continuing to use chemical weapons.,3.244,119.623,122.822,4,9,1,6,6,1,1,5,4,6,6,6,4,2,4,6,6,2,4,3,2,4,6,6,6,1,6,2,4,4,1,1,1,19,1,1,Athiest,10,Athletic Training,10,10,1
887,1,5/1/14 18:05,R_egqa2fO0SShjlYx,,,,,,,2,Chemical warfare is cruel and unusual punishment.  It is a very inhumane way to attack people.  It is a very painful death and also usually very slow.  I do not believe the United States should have acted alone.  The US should have cooperated with the U.N. and quickly figured out what the best resolution would be.  The Syrian government should be punished for using chemical warfare but the US should not have acted without having the thoughts from the U.N.  I feel as though that would have been best because the US would not have been the only nation using their resources.,13.304,332.711,346.025,9,6,4,4,5,5,6,6,5,4,4,4,3,5,4,3,5,4,5,1,3,4,2,4,5,3,5,3,6,4,4,5,1,18,1,1,Christian,3,Music Education,3,6,2
747,1,5/1/14 18:23,R_8B4097Xyj2q5bgN,,,,,,,2,"The only thing that comes to my mind when I hear about these awful acts is ""How would you feel?"". If it were you or your family that were being attacked using chemical weapons, what would you want somebody who had the power to help to do? If you had to watch your friends and family or even yourself suffer and die without any ability to react or stop these people, would you want somebody to help? I know I would. As hard as it sometimes seems to justify US military action upon Syria, I feel that if innocent people are being forced to suffer and die, and the US has the ability to help or possibly stop said actions, then we are morally obligated to. ",10.909,123.942,370.097,3,8,3,4,4,5,5,5,4,4,4,4,4,4,4,5,2,5,4,2,5,4,4,6,4,6,5,5,5,5,4,4,1,20,1,3,None,3,Exercise and Movement Science,7,7,1
